Id|Type|Tma_id|geometrie
57|20 Ke contour|2|POLYGON ((106368.28 470699.25,106374.25 470692.6,106438.29 470617.76,106499.77 470541.63,106558.65 470463.82,106614.87 470383.93,106668.44 470301.57,106720.12 470217.23,106771.42 470132.12,106823.87 470047.5,106879.02 469964.63,106938.4 469884.77,107003.08 469808.82,107072.21 469736.25,107144.51 469666.19,107218.68 469597.79,107293.42 469530.18,107367.46 469462.46,107440.11 469394.07,107511.34 469324.68,107581.18 469254.01,107649.61 469181.76,107716.63 469107.62,107782.45 469031.6,107848.25 468955.1,107915.51 468879.97,107985.7 468808.06,108060.3 468741.2,108140.73 468681.18,108226.66 468627.92,108315.49 468578.82,108404.48 468531.18,108490.86 468482.27,108571.9 468429.37,108645.28 468370.14,108711.41 468304.49,108771.64 468233.19,108827.37 468156.98,108879.94 468076.59,108930.72 467992.78,108980.56 467906.3,109029.5 467817.92,109077.51 467728.4,109124.57 467638.5,109170.67 467548.97,109215.67 467460.46,109258.89 467372.51,109299.33 467284.26,109336.04 467194.83,109368.01 467103.33,109394.29 467008.87,109414.57 466911.19,109429.84 466811.12,109441.15 466709.57,109449.6 466607.49,109456.25 466505.8,109462.14 466405.34,109467.68 466306.1,109472.93 466207.64,109477.97 466109.49,109482.89 466011.19,109487.77 465912.3,109492.63 465812.55,109497.37 465712.16,109501.86 465611.4,109505.98 465510.54,109509.61 465409.84,109512.63 465309.54,109515 465209.66,109516.76 465110.04,109517.9 465010.55,109518.45 464911.03,109518.42 464811.35,109517.87 464711.4,109516.98 464611.25,109515.92 464510.99,109514.91 464410.7,109514.09 464310.48,109513.67 464210.4,109513.67 464110.46,109514.01 464010.6,109514.61 463910.76,109515.38 463810.9,109516.24 463710.94,109517.11 463610.86,109517.89 463510.7,109518.47 463410.51,109518.77 463310.39,109518.68 463210.37,109518.12 463110.53,109517.16 463010.83,109516.07 462911.17,109515.1 462811.43,109514.5 462711.51,109514.51 462611.3,109515.29 462510.75,109516.52 462410,109517.83 462309.29,109518.81 462208.81,109519.09 462108.79,109518.25 462009.42,109516.49 461910.61,109514.48 461811.98,109512.98 461713.13,109512.7 461613.63,109514.39 461513.12,109518.47 461411.35,109524.02 461308.85,109529.7 461206.39,109534.2 461104.7,109536.17 461004.57,109534.35 460906.72,109529.07 460810.92,109522.6 460715.76,109517.38 460619.79,109515.8 460521.52,109520.28 460419.49,109532.6 460312.79,109551.01 460203.67,109572.51 460095.44,109594.14 459991.44,109612.93 459895,109625.9 459809.37,109631.98 459734.15,109632.69 459663.63,109629.8 459591.66,109625.07 459512.13,109620.23 459418.91,109617.11 459307.62,109617.83 459185.86,109624.63 459066.22,109639.81 458961.26,109665.59 458883.59,109704.22 458845.72,109754.67 458852.59,109810.41 458896.24,109864.3 458967.39,109909.25 459056.79,109938.15 459155.17,109944.99 459253.98,109933.14 459350.71,109910.59 459445.81,109885.35 459539.79,109865.47 459633.13,109858.95 459726.33,109869.46 459819.8,109891.81 459913.85,109919.75 460008.75,109947 460104.78,109967.28 460202.23,109974.94 460301.32,109970.64 460401.84,109958.8 460503.25,109943.91 460605.07,109930.45 460706.76,109922.86 460807.84,109923.76 460907.98,109931.16 461007.43,109942.41 461106.46,109954.83 461205.37,109965.75 461304.45,109972.69 461403.97,109975.46 461503.97,109975.47 461604.3,109974.19 461704.77,109973.09 461805.25,109973.63 461905.58,109976.8 462005.65,109982.1 462105.51,109988.81 462205.21,109996.21 462304.84,110003.54 462404.48,110010.1 462504.18,110015.68 462603.97,110020.44 462703.85,110024.58 462803.79,110028.3 462903.77,110031.78 463003.79,110035.18 463103.83,110038.45 463203.88,110041.55 463303.94,110044.39 463403.97,110046.95 463503.98,110049.13 463603.97,110051.1 463703.91,110053.21 463803.83,110055.79 463903.71,110059.2 464003.54,110063.79 464103.35,110069.82 464203.13,110077.11 464302.86,110085.35 464402.58,110094.26 464502.25,110103.53 464601.88,110112.87 464701.48,110121.98 464801.07,110130.57 464900.66,110138.33 465000.33,110144.97 465100.07,110150.2 465199.94,110153.87 465299.96,110156.81 465400.03,110160.14 465500.04,110164.96 465599.84,110172.4 465699.31,110183.54 465798.34,110198.57 465896.94,110216.35 465995.28,110235.7 466093.58,110255.39 466192.01,110274.23 466290.79,110291.38 466390.01,110308.27 466489.07,110327.27 466587.12,110350.74 466683.28,110381.05 466776.7,110420.54 466866.51,110470.22 466952.08,110529 467033.17,110595.55 467109.55,110668.57 467181.03,110746.73 467247.38,110828.75 467308.11,110913.62 467360.69,111000.47 467401.55,111088.4 467427.14,111176.54 467433.91,111264 467418.34,111349.58 467379.45,111431.48 467321.22,111507.81 467248.24,111576.7 467165.07,111636.27 467076.29,111684.84 466986.14,111722.8 466895.79,111751.67 466804.69,111773 466712.26,111788.33 466617.9,111799.21 466521.04,111806.91 466421.5,111812.04 466320,111815.15 466217.42,111816.77 466114.62,111817.46 466012.46,111817.73 465911.75,111817.94 465812.46,111818.37 465714.03,111819.24 465615.9,111820.82 465517.48,111823.37 465418.21,111826.78 465317.75,111829.98 465216.47,111831.73 465114.82,111830.78 465013.3,111825.88 464912.39,111815.85 464812.54,111800.26 464714.18,111779.29 464617.69,111753.14 464523.45,111722.04 464431.84,111686.18 464343.24,111646.32 464257.57,111605.12 464173.24,111565.61 464088.32,111530.87 464000.89,111503.93 463909.03,111487.71 463810.93,111482.13 463707.02,111484.41 463599.88,111491.61 463492.16,111500.81 463386.5,111509.09 463285.55,111514.11 463190.98,111515.82 463100.55,111514.8 463011.02,111511.63 462919.13,111506.88 462821.63,111501.14 462715.4,111495.91 462601.31,111493.67 462484.6,111496.94 462370.79,111508.24 462265.35,111530.12 462173.77,111564.66 462100.2,111611.91 462042.18,111671.23 461995.22,111742 461954.8,111823.62 461916.43,111915.42 461875.69,112015.23 461832.15,112118.91 461790.53,112222.17 461755.92,112320.74 461733.41,112410.32 461728.1,112487.15 461744.24,112550.51 461781.17,112600.82 461836.38,112638.5 461907.32,112663.97 461991.51,112677.7 462086.41,112681.75 462189.26,112680.75 462296.93,112679.51 462406.28,112682.87 462514.15,112695.65 462617.38,112721.85 462713.3,112759.23 462802.89,112802.79 462888.73,112847.48 462973.42,112888.28 463059.54,112920.17 463149.67,112940.67 463245.1,112951.93 463344.66,112956.61 463446.91,112957.36 463550.45,112956.82 463653.85,112957.48 463755.81,112960.03 463856.17,112964.28 463955.35,112970.01 464053.79,112976.98 464151.93,112984.99 464250.21,112993.99 464348.87,113004.39 464447.75,113016.64 464546.59,113031.18 464645.18,113048.47 464743.27,113068.87 464840.66,113091.8 464937.44,113116.05 465033.88,113140.43 465130.29,113163.75 465226.9,113184.8 465324.03,113202.91 465421.81,113218.89 465520.01,113233.75 465618.36,113248.53 465716.59,113264.25 465814.38,113281.93 465911.51,113302.45 466007.92,113326.62 466103.79,113355.21 466199.3,113389.04 466294.59,113428.89 466389.86,113475.34 466483.84,113528.35 466570.91,113587.72 466644.52,113653.27 466698.11,113724.8 466725.17,113802.09 466719.52,113883.89 466682.46,113968.09 466621.95,114052.56 466546.13,114135.16 466463.17,114213.71 466381.25,114286.88 466306.77,114356.3 466239.43,114424.32 466177.28,114493.34 466118.38,114565.72 466060.8,114643.74 466002.67,114728.04 465944.55,114817.47 465889.53,114910.77 465840.78,115006.7 465801.51,115104.05 465774.92,115201.74 465763.3,115299.47 465764.76,115397.2 465776.21,115494.89 465794.54,115592.48 465816.66,115689.93 465839.43,115787.17 465860.2,115884.15 465876.81,115980.79 465887.12,116077.04 465888.99,116172.85 465880.3,116268.14 465859.55,116362.99 465828.76,116457.5 465791.26,116551.78 465750.34,116645.94 465709.29,116740.06 465671.4,116834.23 465638.14,116928.59 465608.33,117023.2 465580.63,117118.18 465553.65,117213.6 465526.01,117309.56 465496.55,117405.91 465465.7,117502.46 465434.53,117598.97 465404.08,117695.24 465375.45,117791.06 465349.69,117886.49 465327.35,117982.1 465308.09,118078.45 465291.45,118176.12 465276.99,118275.73 465264.28,118377.73 465252.91,118481.41 465242.89,118585.49 465234.41,118688.7 465227.68,118789.74 465222.89,118887.33 465220.25,118981.27 465220.07,119073.68 465222.92,119166.94 465229.39,119263.44 465240.07,119365.55 465255.56,119475.06 465276.47,119587.29 465303.67,119693.62 465338.16,119785.41 465380.97,119854 465433.1,119890.76 465495.56,119891.02 465568.01,119860.07 465646.68,119804.74 465727.26,119731.87 465805.46,119648.29 465876.98,119560.55 465937.82,119471.66 465988.14,119382.01 466030.98,119291.96 466069.51,119201.89 466106.84,119112.13 466146.14,119022.98 466189.65,118934.5 466236.93,118846.68 466287.03,118759.52 466339,118673.06 466391.91,118587.28 466444.84,118502.22 466497.55,118417.86 466550.42,118334.22 466603.81,118251.3 466658.1,118169.11 466713.65,118087.64 466770.73,118006.74 466829.13,117926.24 466888.54,117846 466948.68,117765.82 467009.22,117685.56 467069.9,117605.29 467130.62,117525.26 467191.49,117445.75 467252.64,117367.03 467314.2,117289.38 467376.28,117212.94 467439,117137.31 467502.32,117061.91 467566.17,116986.17 467630.53,116909.54 467695.31,116831.48 467760.48,116752.91 467826.55,116676.46 467894.7,116604.85 467966.13,116540.79 468042.05,116487.02 468123.65,116445.55 468211.84,116414.71 468305.58,116391.6 468403.24,116373.29 468503.19,116356.88 468603.81,116339.48 468703.48,116319.39 468801.37,116296.63 468897.75,116271.31 468992.97,116243.58 469087.38,116213.54 469181.33,116181.54 469275.15,116149.28 469369.11,116144.32 469384.59,116143.55 469381.73,116138.41 469350.29,116136.21 469315.07,116135.91 469310.54,116135.77 469308.44,116135.08 469306.38,116134.32 469303,116131.76 469291.81,116131.43 469288.1,116128.91 469288.66,116021.55 469276.44,115957.09 469270.44,115943.14 469269.53,115924.99 469268.34,115925.18 469264.03,115926.47 469233.84,115930.5 469233.84,115932.08 469233.84,115932.87 469216.96,115917.71 469211.58,115911.55 469209.43,115913.09 469180.05,115913.47 469173.3,115914.14 469161.11,115915.39 469161.17,115926.74 469161.74,115947.72 469163.99,115969.08 469168.11,116001.64 469173.89,116044.78 469181.58,116144.07 469198.4,116150.12 469185.43,116151.05 46
57|20 Ke contour|2|POLYGON ((116502.01 474174.41,116579.11 474138.54,116590.01 474133.48,116593.23 474131.98,116601.55 474123.92,116603.44 474121.98,116611.07 474114.2,116613.25 474112.67,116623.82 474104.46,116630.55 474114.3,116678.71 474094.65,116883.26 474000.54,117110.68 473895.25,117265.37 473822.27,117302.47 473806.84,117291.31 473766.7,117420.85 473670.69,117609.24 473537.28,117865.41 473351.41,117906.42 473321.58,117908.12 473323.15,117914.84 473330.62,117925.1 473323.18,117923.92 473321.55,117933.34 473313.4,117942.46 473304.86,117951.8 473296.14,117955.27 473292.89,117958.94 473290.14,117962.73 473287.3,117966.46 473284.52,117973.97 473278.92,117977.73 473276.11,117981.23 473273.48,117985.17 473270.56,118005.97 473270.4,118105.26 473270.57,118204.61 473271.12,118304.25 473271.48,118404.22 473271.47,118504.44 473271.34,118604.79 473271.32,118705.16 473271.68,118805.46 473272.68,118905.61 473274.49,119005.6 473276.99,119105.5 473279.91,119205.35 473283,119305.21 473286.01,119405.11 473288.7,119505.07 473291.04,119605.07 473293.33,119705.09 473295.9,119805.08 473299.07,119905.02 473303.16,120004.9 473308.4,120104.75 473314.48,120204.62 473320.91,120304.56 473327.15,120404.64 473332.71,120504.91 473337.08,120605.3 473340.5,120705.57 473344.33,120805.46 473350.04,120904.7 473359.12,121003.03 473373.03,121100.24 473392.91,121196.67 473417.26,121292.85 473443.4,121389.32 473468.63,121486.65 473490.29,121585.36 473505.66,121685.61 473513.7,121786.82 473516.38,121888.34 473515.99,121989.5 473514.83,122089.62 473515.22,122188.17 473519.18,122285.52 473526.07,122382.55 473533.86,122480.17 473540.47,122579.26 473543.84,122680.74 473541.9,122784.81 473534.29,122890.13 473524.4,122995.18 473516.14,123098.43 473513.45,123198.33 473520.22,123293.49 473540.04,123384.03 473572.36,123471.04 473614,123555.65 473661.7,123639 473712.24,123722.18 473762.37,123806.29 473809.41,123892.21 473852.18,123980.82 473889.74,124073 473921.18,124169.6 473945.56,124271.19 473962.18,124373.34 473973.97,124467.81 473986.59,124546.31 474005.77,124600.48 474037.27,124622.01 474086.81,124606.02 474157.42,124558.88 474243.28,124489.29 474336.75,124405.9 474430.21,124317.38 474516.02,124232.1 474586.84,124152.56 474640.78,124075.95 474680.96,123999.26 474710.64,123919.47 474733.1,123833.57 474751.62,123739.68 474769.33,123640.38 474788.72,123539.39 474812.14,123440.38 474841.94,123347.05 474880.47,123262.96 474929.95,123187.94 474988.69,123117.84 475050.87,123048.32 475110.49,122975.03 475161.5,122893.61 475197.9,122800.82 475215.28,122698.54 475217.04,122590.23 475208.91,122479.33 475196.63,122369.27 475185.93,122263.49 475182.46,122163.24 475188.72,122067.16 475203.23,121973.75 475224.25,121881.44 475250.05,121788.71 475278.88,121694.24 475309.13,121598.17 475339.95,121501.13 475370.79,121403.74 475401.04,121306.62 475430.14,121210.41 475457.52,121115.32 475483.16,121021.1 475507.73,120927.39 475532.05,120833.87 475556.9,120740.18 475583.06,120646.01 475611.16,120551.31 475640.75,120456.13 475670.91,120360.49 475700.72,120264.44 475729.23,120168.01 475755.54,120071.23 475779.11,119974.05 475800.11,119876.45 475818.78,119778.38 475835.32,119679.81 475849.99,119580.71 475863.02,119481.18 475874.61,119381.32 475884.96,119281.32 475894.27,119181.28 475902.72,119081.36 475910.51,118981.61 475917.89,118882.05 475925.2,118782.61 475932.78,118683.23 475940.98,118583.88 475950.17,118484.51 475960.61,118385.09 475971.86,118285.58 475983,118185.94 475993.11,118086.16 476001.26,117986.19 476006.53,117886.06 476008.48,117785.83 476007.9,117685.64 476005.75,117585.59 476003.01,117485.8 476000.64,117432.66 476000.08,117423.74 475961.62,117357.05 475680.81,117327.59 475556.88,117316.91 475526.94,117301.11 475496.63,117282.74 475469.68,117254.99 475433.78,117220.82 475389.33,117205.45 475368.39,117192.74 475345.36,117094.47 475134.76,117145.46 475132.55,117246.47 475127.05,117342.48 475119.55,117434 475109.05,117523.51 475096.05,117612.52 475079.05,117705.53 475058.05,117804.04 475032.05,117911.56 475000.54,118023.57 474963.04,118132.09 474919.54,118229.1 474868.03,118307.61 474809.02,118359.12 474741.52,118379.62 474666.51,118371.12 474588,118337.61 474510.99,118282.11 474440.48,118208.6 474380.97,118120.59 474336.97,118022.08 474307.46,117915.56 474289.46,117806.05 474278.96,117696.04 474273.46,117589.52 474268.46,117488.51 474261.95,117392 474253.95,117297.99 474244.95,117203.98 474235.45,117109.46 474225.95,117011.95 474215.94,116911.44 474206.44,116809.43 474197.44,116706.41 474188.94,116603.9 474180.94,116502.39 474174.43,116502.01 474174.41),(119635.5 474718.57,119626.61 474723.01,119623.22 474724.7,119625.05 474729.2,119647.69 474784.64,119648.44 474786.49,119649.17 474788.33,119667.79 474837.28,119668.28 474838.56,119668.87 474840,119693.52 474898.31,119695.99 474904.13,119696.7 474905.78,119697.29 474907.16,119697.94 474908.63,119708.61 474931.51,119717.78 474951.23,119735.03 474988.29,119736.49 474991.42,119741.56 475002.3,119745.75 475011.27,119746.26 475012.55,119747.92 475016.45,119749.17 475019.39,119751.71 475025.39,119752.58 475027.74,119762.09 475040.96,119774.97 475067.99,119780.41 475080.84,119819.11 475063.02,119836.15 475055.18,119844.98 475051.11,119859.54 475041.58,119860.88 475040.74,119862.76 475045.27,119864.01 475048.02,119868.82 475045.61,119870.68 475045.21,119873.1 475044.71,119882.07 475061.74,119883.35 475064.18,119880.48 475065.62,119865.06 475073.27,119868.83 475080.62,119869.88 475082.68,119871.34 475085.53,119920.15 475062.55,119922.33 475061.52,119940.21 475102.06,119941.26 475102.75,119946.49 475100.06,119958.93 475094.72,119977.1 475087.09,119985.67 475111.78,119986.9 475115.31,119991.02 475114.34,120001.68 475111.78,120013.16 475109.03,120015.26 475108.53,120017.64 475107.97,120016.42 475101.47,120010.5 475069.84,120010.12 475068.52,120009.93 475067.27,120009.08 475064.59,120008.68 475063.31,119999.35 475060.96,119974.25 475048.49,119951.4 475032.49,119931.67 475012.77,119915.68 474989.92,119904.89 474967.73,119903.44 474964.76,119899.64 474950.98,119898.63 474947.29,119897.87 474944.82,119896.19 474939.35,119893.55 474930.76,119891.79 474919.29,119889.36 474891.5,119891.78 474863.72,119892.07 474862.16,119893.21 474856.03,119894.16 474851.59,119895.21 474847.28,119904.17 474810.18,119917.96 474755.3,119919.4 474749.64,119920.46 474744.8,119921.1 474741.17,119921.89 474736.7,119922.43 474731.64,119922.79 474726.73,119922.78 474722.51,119922.5 474718.08,119921.78 474706.36,119921.39 474702.95,119920.89 474699.57,119920.39 474696.26,119919.58 474692.35,119918.57 474688.48,119913.17 474667.91,119911.85 474663.85,119910.4 474659.88,119908.54 474654.79,119907.73 474652.82,119906.8 474650.76,119899.35 474634.19,119898.6 474632.6,119897.84 474631.07,119892.73 474620.94,119891.73 474618.97,119890.45 474616.47,119878.01 474592,119877.54 474591.09,119876.91 474589.94,119875.97 474588.19,119874.43 474585.37,119858.58 474556.43,119846.42 474534.71,119843.43 474529.37,119840.24 474529.9,119836.72 474529.37,119826.31 474532.27,119822.95 474533.21,119820.98 474533.74,119799.21 474540.3,119791.23 474542.71,119786.39 474544.18,119780.53 474545.12,119780.89 474546.15,119787.03 474563.65,119784.57 474564.37,119776.11 474566.75,119776.62 474568.53,119779.9 474580,119788.04 474577.37,119796.2 474608.06,119862.1 474594.5,119866.36 474594.31,119868.83 474594.22,119882.58 474626.63,119878.07 474629.13,119868.72 474632.69,119871.22 474639.25,119867.74 474640.6,119854.98 474647.63,119871.58 474688.1,119872.08 474689.64,119867.07 474690.76,119865.86 474691.04,119847.73 474695.14,119706.14 474709.86,119650.54 474714.26,119648.91 474714.2,119645.73 474715.54,119635.5 474718.57))
