Id|geometrie
FME_GENERATED_1|POLYGON ((129192.31 481129.71,129182.32 481130.58,129172.33 481132.25,129162.35 481134.66,129156.06 481136.72,129152.36 481138,129142.37 481142.11,129132.38 481146.67,129122.39 481151.72,129114.01 481156.65,129112.41 481157.65,129102.42 481164.61,129099.84 481166.61,129092.43 481172.78,129088.51 481176.58,129082.44 481183.11,129079.42 481186.54,129072.45 481194.89,129071.21 481196.5,129064.31 481206.47,129062.46 481209.43,129058.48 481216.43,129053.46 481226.4,129052.48 481228.71,129049.46 481236.36,129046.25 481246.32,129043.86 481256.29,129042.49 481265.99,129042.45 481266.25,129041.69 481276.22,129041.56 481286.18,129042.21 481296.14,129042.49 481298.33,129043.44 481306.11,129045.17 481316.07,129047.58 481326.04,129050.54 481336,129052.48 481341.59,129053.94 481345.97,129057.59 481355.93,129061.84 481365.89,129062.46 481367.2,129066.66 481375.86,129071.75 481385.82,129072.45 481387.02,129077.6 481395.79,129082.44 481403.62,129083.78 481405.75,129090.49 481415.72,129092.43 481418.42,129097.74 481425.68,129102.41 481431.57,129105.57 481435.64,129112.4 481444.22,129113.5 481445.61,129121.84 481455.57,129122.39 481456.23,129130.28 481465.54,129132.38 481467.93,129139.06 481475.5,129142.37 481479.12,129148.09 481485.47,129152.35 481489.93,129157.84 481495.43,129162.34 481499.86,129167.89 481505.39,129172.33 481509.81,129178 481515.36,129182.32 481519.65,129188.06 481525.32,129192.31 481529.53,129197.91 481535.29,129202.29 481539.71,129207.82 481545.25,129212.28 481549.74,129217.73 481555.22,129222.27 481559.78,129227.55 481565.18,129232.26 481569.98,129237.06 481575.14,129242.25 481580.72,129246.35 481585.11,129252.23 481591.53,129255.46 481595.07,129262.22 481602.32,129263.7 481604.01,129263.7 481604.1,129269.66 481610.9,129273.69 481615.81,129277.81 481620.95,129279.97 481623.73,129280.92 481624.96,129281.33 481625.5,129282.68 481627.24,129285.28 481630.69,129285.5 481630.99,129285.64 481631.17,129288.47 481634.93,129292.19 481639.72,129296.07 481644.89,129297.29 481646.52,129300.62 481651.07,129303.67 481655.12,129307.92 481661.11,129313.02 481668.48,129315.68 481672.56,129321.1 481681.19,129323.6 481685.14,129329.39 481694.71,129330.22 481696.06,129333.38 481701.28,129333.64 481701.72,129339.31 481711.32,129343.26 481717.78,129346.04 481722.42,129351.18 481731.4,129352.55 481733.78,129352.97 481734.57,129358.54 481744.54,129359.11 481745.51,129362.45 481751.49,129363.62 481753.49,129368.06 481761.53,129368.93 481763.03,129369.72 481764.46,129371.29 481767.11,129372.84 481769.8,129375.45 481774.43,129376.62 481776.38,129379.62 481781.61,129383.12 481787.2,129387.35 481794.36,129389.56 481797.76,129392 481801.69,129393.27 481803.6,129393.71 481804.32,129395.7 481807.52,129398.28 481811.73,129399.26 481813.25,129399.91 481814.29,129402.05 481817.57,129406.07 481824.25,129408.88 481828.65,129410.8 481831.82,129413.58 481836.19,129417.1 481841.86,129418.29 481843.6,129418.65 481844.18,129422.03 481849.21,129425.26 481854.14,129428.3 481858.48,129430.58 481861.94,129433.56 481866.16,129437.57 481871.98,129437.92 481872.47,129439.02 481874.07,129442 481878.11,129446.51 481884.04,129451.99 481890.96,129454.29 481894,129457.5 481897.82,129460.93 481902.11,129463.54 481905.1,129469.52 481912.15,129473.53 481916.62,129478.45 481922.19,129483.52 481927.82,129487.48 481932.23,129493.51 481938.73,129493.61 481938.84,129498.1 481943.82,129501.93 481948.09,129502.45 481948.63,129503.5 481949.81,129505.88 481952.32,129507.46 481953.91,129511.92 481958.49,129517.34 481963.75,129521.91 481968.14,129523.09 481969.16,129523.49 481969.54,129526.76 481972.4,129533.48 481978.01,129534.67 481979,129540.28 481983.68,129541.88 481985.02,129551.87 481993.09,129552.62 481993.64,129552.89 481993.84,129553.46 481994.31,129558.6 481998.12,129561.86 482000.56,129562.26 482000.84,129563.45 482001.72,129564.64 482002.52,129573.45 482008.49,129579.78 482012.57,129583.44 482014.98,129589.98 482018.83,129591.82 482019.95,129592.68 482020.42,129593.43 482020.85,129595.73 482022.06,129598.46 482023.53,129601.81 482025.36,129602.38 482025.63,129603.42 482026.19,129607.73 482028.15,129611.8 482030.06,129620.13 482033.5,129621.79 482034.21,129622.87 482034.64,129623.4 482034.87,129625.85 482035.85,129631.77 482038.24,129632.45 482038.48,129633.4 482038.86,129635.78 482039.69,129641.76 482041.86,129643.15 482042.25,129643.39 482042.33,129644.68 482042.69,129648.65 482043.83,129651.75 482044.74,129652.39 482044.9,129653.38 482045.18,129661.67 482047.21,129661.74 482047.22,129666.89 482048.52,129672.71 482050.01,129681.71 482052.49,129682.69 482052.75,129683.36 482052.94,129693.35 482055.72,129703.27 482058.57,129711.68 482061.11,129717.95 482063.36,129721.98 482065.02,129728.12 482067.98,129733.31 482070.59,129736.08 482072.06,129737.58 482072.86,129742.8 482076.37,129748.01 482080.2,129751.59 482082.86,129751.78 482082.98,129752.22 482083.32,129756.81 482086.51,129763.29 482091.21,129765.32 482092.9,129772.73 482099.66,129776.28 482103.12,129783.02 482110.2,129785.78 482113.21,129791.58 482119.62,129792.24 482120.33,129793.27 482121.46,129794.72 482123.02,129796.94 482125.35,129801.57 482130.24,129804.3 482133.14,129811.56 482142,129812.56 482143.11,129813.12 482143.71,129813.25 482143.87,129813.95 482144.6,129821.55 482152.71,129821.94 482153.07,129822.73 482153.73,129823.24 482154.24,129827.1 482157.37,129831.53 482161.07,129832.31 482161.61,129833.23 482162.35,129834.51 482163.19,129837.69 482165.25,129841.52 482167.82,129842.35 482168.27,129843.22 482168.83,129847.43 482171,129851.14 482173,129851.51 482173.2,129852.43 482173.58,129853.22 482173.97,129857.13 482175.51,129861.5 482177.31,129862.7 482177.7,129863.21 482177.9,129873.2 482181.24,129877.87 482182.53,129879.26 482182.96,129881.47 482183.67,129891.46 482185.88,129901.45 482187.36,129902.14 482187.4,129903.17 482187.55,129908.8 482187.82,129911.44 482187.98,129912.55 482188,129913.17 482188.03,129916.12 482188.04,129921.43 482188.1,129922.22 482188.06,129923.16 482188.07,129927.25 482187.83,129931.41 482187.64,129932.37 482187.54,129933.15 482187.5,129937.65 482186.98,129941.4 482186.57,129942.17 482186.45,129943.14 482186.34,129949.58 482185.28,129951.39 482184.99,129952.09 482184.86,129953.13 482184.69,129954.76 482184.38,129961.38 482183.18,129962.25 482182.97,129971.37 482180.5,129972.39 482180.15,129973.12 482179.95,129979 482177.9,129981.35 482177.09,129981.65 482176.97,129983.11 482176.46,129989.53 482173.74,129991.32 482173,129992.06 482172.61,129993.1 482172.13,129997.24 482169.89,130001.33 482167.75,130002.16 482167.23,130003.09 482166.73,130007.62 482163.84,130008.91 482163.04,130011.32 482161.4,130012.07 482160.78,130013.09 482160.07,130017.57 482156.29,130021.31 482153.24,130021.47 482153.07,130022.06 482152.41,130023.08 482151.41,130027.75 482145.93,130030.24 482143.11,130031.29 482141.71,130031.93 482140.73,130033.07 482139.19,130036.85 482133.07,130037.93 482130.75,130041.28 482123.73,130041.51 482123.18,130041.87 482122.01,130043.06 482118.6,130044.73 482112.99,130046.49 482102.94,130046.86 482096.73,130047.09 482093.29,130047.08 482093.06,130047.09 482092.9,130046.92 482090.07,130046.55 482083.32,130046.34 482081.88,130045.05 482072.82,130043.06 482066.05,130042.33 482063.97,130042.16 482063.4,130041.28 482061.05,130038.09 482053.43,130037.09 482051.48,130033.07 482043.46,130032.62 482042.69,130031.91 482041.65,130031.29 482040.61,130026.47 482033.5,130026.11 482033.01,130025.87 482032.65,130023.08 482028.88,130022.52 482028.22,130021.31 482026.59,130018.69 482023.54,130017.26 482021.97,130013.09 482017.26,130012.29 482016.48,130011.32 482015.42,130009.4 482013.57,130005.15 482009.58,130003.09 482007.61,130002.55 482007.13,130001.33 482005.98,129999.77 482004.71,129997.28 482002.53,129993.1 481999.24,129987.96 481996.25,129983.83 481993.65,129981.91 481992.4,129976.63 481987.6,129972.45 481983.68,129971.92 481983.16,129971.24 481982.44,129969.13 481980.18,129963.18 481973.72,129962.33 481972.76,129962.04 481972.4,129955.14 481963.49,129952.42 481959.83,129947.34 481952.32,129943.14 481946.21,129940.6 481942.28,129933.37 481932.24,129933.15 481931.98,129927.88 481925.23,129926.91 481923.9,129922.1 481917.41,129918.78 481912.15,129915.26 481907.51,129912.74 481903.97,129911.44 481902.26,129905.38 481894,129902.98 481891.01,129896.33 481882.03,129894.82 481880.1,129891.46 481875.58,129890.42 481874.07,129883.56 481864.11,129881.5 481861.02,129876.2 481851.9,129876.07 481851.69,129871.94 481844.18,129871.49 481843.36,129868.58 481837.53,129865.88 481831.82,129864.49 481828.87,129862.38 481824.25,129862.31 481824.1,129861.3 481821.78,129857.95 481814.46,129857.87 481814.29,129857.77 481814.07,129856.7 481811.74,129855.76 481809.78,129853.22 481804.33,129852.68 481803.23,129852.01 481801.7,129848.34 481793.64,129844.36 481784.4,129842.12 481779.28,129840.63 481775.74,129840.1 481774.43,129839.89 481773.97,129838.88 481771.57,129836.73 481766.93,129835.62 481764.47,129835.07 481763.35,129834.23 481761.53,129833.24 481759.57,129829.33 481751.49,129826.81 481746.4,129825.91 481744.54,129824.92 481742.57,129824.36 481741.45,129823.24 481739.23,129819.51 481731.41,129818.36 481729.18,129816.19 481724.61,129812.51 481717.8,129809.34 481711.32,129807.27 481707.51,129805.84 481704.68,129802.47 481698.61,129798.68 481691.24,129795.78 481686.23,129794.98 481684.75,129791.59 481678.91,129789.25 481674.79,129788.04 481672.9,129787.02 481671.16,129783.28 481665.36,129780.49 481661.12,129776.42 481655.18,129776.21 481654.86,129774.84 481652.88,129773.61 481651.07,129773.29 481650.61,129771.32 481647.75,129769.4 481644.9,129768.4 481643.5,129766.7 481641.03,129763.29 481636.27,129759.51 481630.99,129753.3 481622.56,129752.1 481620.95,129750.78 481619.22,129747.67 481615,129741.65 481607.26,129739.97 481605.04,129736.04 481600.18,129733.32 481596.79,129728.74 481590.82,129723.33 481584.44,129720.27 481580.78,129717.08 481577.15,129715.41 481575.15,129711.68 481570.97,129706.56 481565.18,129701.69 481559.6,129697.78 481555.22,129691.71 481548.7,129688.58 481545.25,129681.72 481538,129680.88 481537.1,129674.92 481530.57,129673.37 481528.89,129665.61 481520.53,129663.38 481518.17,129656.15 481510.49,129653.38 481507.54,129652.34 481506.43,129651.75 481505.8,129651.37 481505.4,129651.32 481505.35,129646.7 481500.45,129643.39 481497.01,129636.77 481490.41,129633.4 481487.12,129626.52 481480.37,129623.41 481477.26,129616.38 481470.33,129613.42 481467.42,129606.01 481460.28,129603.43 481457.66,129596.06 481450.24,129596.03 481450.24,129591.83 481445.89,129591.55 481445.61,129582.2 481435.65,129581.84 481435.26,129572.91 481425.68,129571.85 481424.54,129563.52 481415.72,129561.86 481414.02,129553.76 481405.76,129551.88 481403.79,129544.23 481395.79,129541.89 481393.33,129534.7 481385.83,129531.9 481382.87,129525.19 481375.86,129521.91 481372.45,129515.55 481365.9,129511.92 481362.23,129505.6 481355.93,129501.94 481352.3,129495.44 481345.97,129491.95 481342.53,129485.3 481336.01,129481.96 481332.66,129475.45 481326.04,129471.97 481322.49,129465.7 481316.08,129461.98 481312.44,129455.59 481306.11,129452 481302.66,129445.19 481296.15,129442.01 481293.09,129434.84 481286.18,129432.02 481283.48,129424.59 481276.22,129422.03 481273.74,129414.28 481266.26,129412.04 481264.08,129404.04 481256.29,129402.06 481254.34,129393.78 481246.33,129392.07 481244.7,129383.06 481236.36,129382.08 481235.42,129372.36 481226.4,129372.09 481226.14,129362.1 481216.62,129361.9 481216.43,129352.12 481207.33,129351.16 481206.47,129342.13 481198.43,129339.84 481196.51,129332.14 481190.1,129327.75 481186.54,129322.15 481182.08,129314.88 481176.58,129312.17 481174.48,129302.18 481167.4,129300.98 481166.61,129292.19 481160.68,129285.42 481156.65,129282.2 481154.71,129272.21 481149.27,129266.96 481146.68,129262.23 481144.32,129252.24 481140.04,129242.76 481136.72,129242.25 481136.54,129232.26 481133.61,129222.27 481131.52,129212.29 481130.41,129202.3 481129.78,129192.31 481129.71))
FME_GENERATED_2|POLYGON ((129174.36 479340.41,129164.32 479340.56,129161.41 479340.69,129154.27 479341,129144.23 479341.58,129134.19 479342.72,129124.15 479344.11,129114.1 479345.72,129104.06 479347.57,129094.02 479349.68,129089.58 479350.66,129083.97 479351.94,129073.93 479354.23,129063.89 479356.59,129053.85 479359.08,129048.3 479360.63,129043.8 479361.98,129033.76 479364.97,129023.72 479368.11,129016.02 479370.61,129013.68 479371.45,129003.63 479374.78,128993.59 479378.06,128985.58 479380.58,128983.55 479381.29,128973.51 479384.48,128963.46 479387.6,128953.62 479390.56,128953.42 479390.63,128943.38 479394.17,128933.34 479396.73,128923.29 479398.84,128915.33 479400.53,128913.25 479401.1,128903.21 479403.98,128893.17 479407.09,128883.12 479409.51,128878.22 479410.5,128873.08 479412.02,128863.04 479415.32,128853 479419.84,128851.99 479420.48,128844.26 479430.45,128842.95 479435.33,128841.8 479440.43,128841.99 479450.4,128842.95 479453.47,128844.95 479460.37,128849.54 479470.35,128852.99 479476.48,128854.98 479480.32,128861.01 479490.3,128863.04 479493.23,128867.7 479500.27,128873.08 479507.71,128874.73 479510.25,128881.16 479520.22,128883.12 479522.81,128888.31 479530.19,128893.16 479536.65,128895.69 479540.17,128903.21 479548.59,128904.57 479550.14,128913.25 479557.6,128916.12 479560.12,128923.29 479565.25,128929.64 479570.09,128933.33 479572.41,128943.38 479578.7,128945.53 479580.07,128953.42 479584.29,128963.46 479589.88,128963.74 479590.04,128973.5 479594.93,128981.82 479600.01,128983.55 479600.93,128993.59 479607.25,128997.54 479609.99,129003.63 479613.9,129013.5 479619.96,129013.67 479620.06,129023.72 479625.56,129030.47 479629.94,129033.76 479631.97,129043.64 479639.91,129043.8 479640.04,129053.84 479648.69,129055.21 479649.89,129063.89 479657.62,129066.36 479659.86,129073.93 479666.76,129077.17 479669.83,129083.97 479676.61,129086.77 479679.81,129094.01 479688.82,129094.75 479689.78,129102.21 479699.76,129104.06 479702.27,129109.39 479709.73,129114.1 479716.36,129116.45 479719.71,129122.44 479728.62,129125.09 479733.22,129126.27 479735.27,129128.71 479739.65,129134.18 479749.12,129134.48 479749.63,129134.93 479750.36,129135.04 479750.55,129139.81 479758.4,129140.79 479759.92,129144.23 479765.51,129146.93 479769.58,129152.55 479777.59,129153.14 479778.46,129154.94 479781.33,129160.07 479788.49,129160.61 479789.18,129160.85 479789.53,129164.31 479794.04,129164.68 479794.44,129164.89 479794.7,129168.48 479798.51,129168.7 479798.74,129169.41 479799.5,129174.35 479804.6,129174.64 479804.84,129174.83 479805.04,129178.94 479808.54,129179.82 479809.26,129180.07 479809.47,129184.4 479813.01,129184.52 479813.08,129184.78 479813.3,129193.22 479818.57,129194.73 479819.53,129202.72 479823.56,129204.48 479824.46,129204.6 479824.51,129204.68 479824.55,129206.13 479825.15,129214.52 479828.65,129215.83 479829.11,129224.58 479832.47,129234.53 479835.9,129235.79 479836.2,129244.65 479838.39,129250.21 479839.25,129254.43 479839.97,129264.37 479840.87,129274.32 479841.22,129284.27 479841.03,129294.22 479840.29,129304.17 479839,129304.69 479838.9,129304.91 479838.88,129310.54 479837.86,129314.12 479837.22,129314.39 479837.16,129314.95 479837.06,129320.05 479835.89,129324.07 479834.98,129330.83 479833.35,129335.03 479832.35,129340.2 479830.55,129343.97 479829.31,129344.62 479829.01,129345.08 479828.85,129348.64 479827.19,129353.91 479824.8,129354.54 479824.44,129355.12 479824.17,129359.45 479821.57,129363.86 479818.99,129364.43 479818.57,129364.47 479818.54,129365.16 479818.12,129368.93 479815.19,129373.81 479811.52,129374.7 479810.69,129375.21 479810.3,129376.09 479809.48,129377.36 479808.23,129383.76 479802.1,129384.65 479801.09,129385.25 479800.5,129386.11 479799.5,129386.87 479798.57,129386.91 479798.52,129393.71 479790.3,129394.39 479789.32,129395.29 479788.13,129400.73 479779.55,129401.09 479778.93,129401.39 479778.46,129403.66 479774.58,129404.4 479773.18,129405.33 479771.56,129406.37 479769.58,129406.91 479768.44,129406.91 479768.43,129407.02 479768.2,129411.1 479759.6,129411.22 479759.31,129411.64 479758.4,129413.61 479753.67,129414.34 479751.72,129415.2 479749.63,129415.38 479749.16,129418.54 479739.66,129421.45 479729.68,129424.06 479719.71,129424.39 479718.34,129424.4 479718.29,129424.43 479718.15,129425.42 479713.94,129426.37 479709.73,129426.47 479709.27,129426.7 479708.26,129428.09 479701.47,129428.44 479699.76,129428.49 479699.53,129428.75 479698.23,129429.91 479691.65,129430.24 479689.79,129430.29 479689.45,129430.51 479688.21,129431.33 479682.47,129431.72 479679.81,129431.79 479679.27,129431.94 479678.18,129432.33 479674.52,129432.86 479669.84,129433.71 479659.86,129433.73 479659.64,129433.86 479658.12,129434.4 479648.09,129434.77 479638.07,129434.9 479630.56,129434.91 479629.94,129434.91 479629.64,129434.94 479628.04,129434.92 479621.95,129434.92 479619.97,129434.91 479619.46,129434.9 479618.01,129434.8 479613.99,129434.73 479609.99,129434.68 479609.12,129434.65 479607.98,129434.1 479597.95,129433.51 479590.62,129433.29 479587.92,129432.16 479577.9,129432.09 479577.9,129431.01 479570.1,129429.35 479560.12,129427.31 479550.15,129425.42 479542.16,129424.95 479540.17,129422.17 479530.2,129419.05 479520.22,129415.56 479510.25,129415.38 479509.77,129411.74 479500.28,129407.48 479490.3,129405.34 479485.73,129402.75 479480.33,129397.7 479470.35,129395.29 479466.01,129392.02 479460.38,129385.72 479450.4,129385.25 479449.71,129378.7 479440.43,129375.21 479436.02,129370.61 479430.46,129365.17 479424.24,129361.67 479420.48,129355.12 479413.71,129351.84 479410.51,129345.08 479404.1,129340.99 479400.53,129335.04 479395.5,129328.67 479390.56,129325 479387.86,129314.95 479381.07,129314.16 479380.58,129304.91 479375.27,129296.75 479370.61,129294.87 479369.55,129284.83 479364.35,129276.84 479360.64,129274.78 479359.71,129264.74 479355.69,129254.7 479352.34,129249.19 479350.66,129244.66 479349.27,129234.61 479346.62,129224.57 479344.42,129214.53 479343.23,129204.49 479342.17,129194.44 479341.19,129185.51 479340.69,129184.4 479340.63,129174.36 479340.41))
FME_GENERATED_3|POLYGON ((128373.42 477885.37,128363.39 477885.54,128363.27 477885.54,128353.35 477885.94,128343.31 477886.69,128333.27 477887.83,128323.23 477889.23,128313.2 477891.2,128303.16 477893.57,128295.95 477895.56,128293.12 477896.33,128283.08 477899.35,128273.04 477902.79,128266.01 477905.58,128263 477906.8,128252.97 477911.1,128243.79 477915.6,128242.93 477916,128232.89 477920.92,128224.42 477925.61,128222.85 477926.45,128212.81 477932.11,128207.07 477935.63,128202.77 477938.23,128192.74 477944.78,128191.47 477945.65,128182.7 477951.75,128177.42 477955.66,128172.66 477959.28,128164.63 477965.68,128162.62 477967.35,128152.88 477975.7,128152.58 477975.97,128142.55 477984.97,128141.71 477985.72,128132.51 477994.3,128130.94 477995.73,128122.47 478004.23,128120.89 478005.75,128112.43 478014.59,128111.25 478015.77,128102.39 478025.44,128102.06 478025.78,128093.19 478035.8,128092.35 478036.87,128084.81 478045.82,128082.32 478049.22,128076.97 478055.84,128072.28 478062.72,128069.82 478065.85,128063.78 478075.87,128062.24 478079.14,128058.46 478085.89,128054.04 478095.9,128052.2 478101.52,128050.52 478105.92,128047.86 478115.94,128046.02 478125.96,128044.53 478135.97,128044.54 478145.99,128045.82 478156.01,128047.67 478166.03,128049.47 478176.04,128052.2 478185.99,128057.53 478196.08,128062.24 478202.43,128064.74 478206.09,128072.28 478214.75,128073.4 478216.11,128082.31 478225.07,128083.3 478226.13,128092.35 478234.1,128094.6 478236.15,128102.39 478242.1,128107.58 478246.16,128112.43 478249.39,128122.29 478256.18,128122.47 478256.29,128132.5 478262.94,128137.44 478266.2,128142.54 478269.44,128152.58 478275.91,128153.07 478276.22,128162.62 478281.84,128170.58 478286.23,128172.66 478287.33,128182.7 478292.54,128190.28 478296.25,128192.73 478297.43,128202.77 478302.16,128212.05 478306.27,128212.81 478306.6,128218.35 478309.04,128218.35 478309.06,128219.17 478309.4,128222.85 478311.02,128226.98 478312.69,128228.32 478313.25,128229.52 478313.71,128232.89 478315.07,128236.14 478316.29,128242.92 478318.87,128252.96 478322.44,128256.81 478323.7,128258.23 478324.21,128259.91 478324.72,128263 478325.74,128264.86 478326.3,128273.04 478328.82,128283.08 478331.55,128293.12 478333.97,128303.15 478336.13,128304.11 478336.32,128313.19 478338.21,128323.23 478340.03,128333.27 478341.54,128343.31 478342.78,128346.77 478343.12,128347.97 478343.26,128357.94 478344.19,128367.91 478344.89,128377.88 478345.24,128387.85 478345.36,128397.82 478345.4,128407.79 478345.29,128417.76 478344.93,128427.73 478344.36,128437.7 478343.49,128447.67 478342.28,128452.18 478341.44,128453.73 478341.23,128463.76 478339.24,128465.88 478338.69,128467.61 478338.34,128477.58 478335.78,128487.55 478332.76,128490.11 478331.76,128493.88 478330.51,128498.95 478328.28,128507.49 478324.57,128510.81 478322.83,128513.96 478321.34,128517.36 478319.4,128517.46 478319.34,128527.44 478313.66,128532.9 478310.06,128534.03 478309.35,128535.89 478308.04,128537.41 478307.01,128538.19 478306.42,128538.4 478306.27,128544.07 478302.15,128551.35 478296.25,128554.11 478293.9,128556.37 478291.81,128557.35 478290.99,128558.69 478289.75,128559.91 478288.56,128562.42 478286.24,128564.15 478284.52,128565.76 478282.81,128567.32 478281.28,128568.76 478279.75,128570.6 478277.68,128571.97 478276.22,128574.19 478273.7,128575.89 478271.67,128577.29 478270.09,128577.57 478269.76,128578.58 478268.47,128580.48 478266.2,128584.22 478261.39,128588.1 478256.19,128590.24 478252.82,128592.33 478249.76,128594.46 478246.18,128594.47 478246.17,128594.48 478246.15,128597.23 478241.53,128598.26 478239.76,128599.23 478237.93,128600.26 478236.15,128601.68 478233.32,128603.56 478229.77,128604.65 478227.35,128605.25 478226.13,128606.76 478222.68,128607.2 478221.7,128608.07 478219.77,128608.41 478218.89,128609.63 478216.12,128611 478212.37,128612.02 478209.77,128612.69 478207.74,128613.29 478206.1,128613.77 478204.43,128615.28 478199.77,128616.15 478196.24,128616.2 478196.08,128618.72 478186.06,128619.61 478181.15,128619.91 478179.78,128620.08 478178.55,128620.53 478176.05,128620.9 478172.75,128621.32 478169.78,128622.22 478159.78,128622.44 478152.76,128622.74 478146,128622.78 478144.14,128622.96 478139.79,128622.97 478129.79,128622.56 478119.79,128621.77 478109.8,128621.39 478106.55,128621.33 478105.93,128621.17 478104.71,128620.59 478099.8,128620.22 478097.43,128620.02 478095.91,128619.35 478091.99,128619 478089.8,128618.85 478089.05,128618.32 478085.89,128616.19 478075.87,128615.66 478073.81,128614.76 478069.8,128611.99 478059.81,128611.76 478059.18,128610.82 478055.84,128609.59 478053.14,128608.39 478049.81,128607.2 478047.63,128603.24 478039.81,128600.11 478033.16,128596.75 478025.79,128595.11 478022.51,128593.87 478019.82,128592.13 478016.46,128591.79 478015.77,128591.16 478014.6,128588.69 478009.82,128587.76 478008.24,128586.43 478005.75,128584.34 478002.33,128582.9 477999.82,128581.52 477997.68,128580.34 477995.74,128578.72 477993.33,128577.29 477991.1,128576.46 477989.82,128574.92 477987.65,128574.19 477986.57,128573.62 477985.72,128571.69 477983.13,128569.33 477979.83,128569.23 477979.83,128566.16 477975.7,128564.15 477973.23,128557.39 477965.68,128554.11 477962.45,128547.07 477955.67,128544.07 477952.93,128535.58 477945.65,128534.04 477944.37,128524 477936.55,128522.73 477935.63,128513.96 477929.35,128508.18 477925.61,128503.92 477922.85,128493.88 477917.01,128491.18 477915.6,128483.84 477911.59,128473.81 477907.32,128469.12 477905.58,128463.77 477903.37,128453.73 477899.69,128443.69 477896.58,128439.85 477895.56,128433.65 477893.84,128423.62 477891.44,128413.58 477889.45,128403.54 477887.84,128393.5 477886.63,128383.46 477885.81,128377.3 477885.54,128373.42 477885.37))
